station,date,iaqi_pm25,iaqi_o3,iaqi_co,iaqi_no2,aqi
SE,2024-04-20,,35.0,,,35.0
SE,2024-04-21,,31.0,,,31.0
SE,2024-04-22,,35.0,,,35.0
SE,2024-04-23,,26.0,,,26.0
SE,2024-04-24,,36.0,,,36.0
SE,2024-04-25,,37.0,,,37.0
SE,2024-04-26,,74.0,,,74.0
SE,2024-04-27,,64.0,,,64.0
SE,2024-04-28,,54.0,,,54.0
SE,2024-04-29,,50.0,,,50.0
SE,2024-04-30,,37.0,,,37.0
SE,2024-05-01,,42.0,,,42.0
SE,2024-05-02,,115.0,,,115.0
SE,2024-05-03,,41.0,,,41.0
SE,2024-05-04,,34.0,,,34.0
SE,2024-05-05,,61.0,,,61.0
SE,2024-05-06,,58.0,,,58.0
SE,2024-05-07,,136.0,,,136.0
SE,2024-05-08,,174.0,,,174.0
SE,2024-05-09,,115.0,,,115.0
SE,2024-05-10,,77.0,,,77.0
SE,2024-05-11,,40.0,,,40.0
SE,2024-05-12,,51.0,,,51.0
SE,2024-05-13,,90.0,,,90.0
SE,2024-05-14,,49.0,,,49.0
SE,2024-05-15,,49.0,,,49.0
SE,2024-05-16,,156.0,,,156.0
SE,2024-05-17,,77.0,,,77.0
SE,2024-05-18,,108.0,,,108.0
SE,2024-05-19,,51.0,,,51.0
SE,2024-05-20,,64.0,,,64.0
SE,2024-05-21,,44.0,,,44.0
SE,2024-05-22,,122.0,,,122.0
SE,2024-05-23,,126.0,,,126.0
SE,2024-05-24,,172.0,,,172.0
SE,2024-05-25,,93.0,,,93.0
SE,2024-05-26,,129.0,,,129.0
SE,2024-05-27,,46.0,,,46.0
SE,2024-05-28,,64.0,,,64.0
SE,2024-05-29,,54.0,,,54.0
SE,2024-05-30,,41.0,,,41.0
SE,2024-05-31,,48.0,,,48.0
SE,2024-06-01,,44.0,,,44.0
SE,2024-06-02,,36.0,,,36.0
SE,2024-06-03,,50.0,,,50.0
SE,2024-06-04,,93.0,,,93.0
SE,2024-06-05,,38.0,,,38.0
SE,2024-06-06,,50.0,,,50.0
SE,2024-06-07,,67.0,,,67.0
SE,2024-06-08,,48.0,,,48.0
SE,2024-06-09,,108.0,,,108.0
SE,2024-06-10,,44.0,,,44.0
SE,2024-06-11,,50.0,,,50.0
SE,2024-06-12,,41.0,,,41.0
SE,2024-06-13,,41.0,,,41.0
SE,2024-06-14,,42.0,,,42.0
SE,2024-06-15,,31.0,,,31.0
SE,2024-06-16,,32.0,,,32.0
SE,2024-06-17,,31.0,,,31.0
SE,2024-06-18,,34.0,,,34.0
SE,2024-06-19,,25.0,,,25.0
SE,2024-06-20,,26.0,,,26.0
SE,2024-06-21,,22.0,,,22.0
SE,2024-06-22,,23.0,,,23.0
SE,2024-06-23,,31.0,,,31.0
SE,2024-06-24,,38.0,,,38.0
SE,2024-06-25,,27.0,,,27.0
SE,2024-06-26,,43.0,,,43.0
SE,2024-06-27,,36.0,,,36.0
SE,2024-06-28,,38.0,,,38.0
SE,2024-06-29,,31.0,,,31.0
SE,2024-06-30,,19.0,,,19.0
SE,2024-07-01,,19.0,,,19.0
SE,2024-07-02,,25.0,,,25.0
SE,2024-07-03,,33.0,,,33.0
SE,2024-07-04,,44.0,,,44.0
SE,2024-07-05,,58.0,,,58.0
SE,2024-07-06,,38.0,,,38.0
SE,2024-07-07,,44.0,,,44.0
SE,2024-07-08,,74.0,,,74.0
SE,2024-07-09,,46.0,,,46.0
SE,2024-07-10,,29.0,,,29.0
SE,2024-07-11,,23.0,,,23.0
SE,2024-07-12,,20.0,,,20.0
SE,2024-07-13,,23.0,,,23.0
SE,2024-07-14,,37.0,,,37.0
SE,2024-07-15,,45.0,,,45.0
SE,2024-07-16,,61.0,,,61.0
SE,2024-07-17,,45.0,,,45.0
SE,2024-07-18,,39.0,,,39.0
SE,2024-07-19,,38.0,,,38.0
SE,2024-07-20,,33.0,,,33.0
SE,2024-07-21,,33.0,,,33.0
SE,2024-07-22,,29.0,,,29.0
SE,2024-07-23,,30.0,,,30.0
SE,2024-07-24,,25.0,,,25.0
SE,2024-07-25,,31.0,,,31.0
SE,2024-07-26,,40.0,,,40.0
SE,2024-07-27,,51.0,,,51.0
SE,2024-07-28,,30.0,,,30.0
SE,2024-07-29,,29.0,,,29.0
SE,2024-07-30,,20.0,,,20.0
SE,2024-07-31,,,,,
SE,2024-08-01,,,,,
SE,2024-08-02,,,,,
SE,2024-08-03,,,,,
SE,2024-08-04,,,,,
SE,2024-08-05,,,,,
SE,2024-08-06,,,,,
SE,2024-08-07,,,,,
SE,2024-08-08,,,,,
SE,2024-08-09,,,,,
SE,2024-08-10,,,,,
SE,2024-08-11,,,,,
SE,2024-08-12,,,,,
SE,2024-08-13,,,,,
SE,2024-08-14,,,,,
SE,2024-08-15,,,,,
SE,2024-08-16,,,,,
SE,2024-08-17,,,,,
SE,2024-08-18,,,,,
SE,2024-08-19,,,,,
SE,2024-08-20,,,,,
SE,2024-08-21,,,,,
SE,2024-08-22,,,,,
SE,2024-08-23,,,,,
SE,2024-08-24,,,,,
SE,2024-08-25,,,,,
SE,2024-08-26,,,,,
SE,2024-08-27,,,,,
SE,2024-08-28,,,,,
SE,2024-08-29,,,,,
SE,2024-08-30,,,,,
SE,2024-08-31,,,,,
SE,2024-09-01,,,,,
SE,2024-09-02,,,,,
SE,2024-09-03,,,,,
SE,2024-09-04,,,,,
SE,2024-09-05,,,,,
SE,2024-09-06,,,,,
SE,2024-09-07,,,,,
SE,2024-09-08,,,,,
SE,2024-09-09,,,,,
SE,2024-09-10,,,,,
SE,2024-09-11,,,,,
SE,2024-09-12,,,,,
SE,2024-09-13,,,,,
SE,2024-09-14,,,,,
SE,2024-09-15,,,,,
SE,2024-09-16,,,,,
SE,2024-09-17,,,,,
SE,2024-09-18,,,,,
SE,2024-09-19,,,,,
SE,2024-09-20,,,,,
SE,2024-09-21,,,,,
SE,2024-09-22,,,,,
SE,2024-09-23,,,,,
SE,2024-09-24,,,,,
SE,2024-09-25,,,,,
SE,2024-09-26,,,,,
SE,2024-09-27,,,,,
SE,2024-09-28,,,,,
SE,2024-09-29,,,,,
SE,2024-09-30,,,,,
SE,2024-10-01,,,,,
SE,2024-10-02,,,,,
SE,2024-10-03,,,,,
SE,2024-10-04,,,,,
SE,2024-10-05,,,,,
SE,2024-10-06,,,,,
SE,2024-10-07,,,,,
SE,2024-10-08,,,,,
SE,2024-10-09,,,,,
SE,2024-10-10,,,,,
SE,2024-10-11,,,,,
SE,2024-10-12,,,,,
SE,2024-10-13,,,,,
SE,2024-10-14,,,,,
SE,2024-10-15,,,,,
SE,2024-10-16,,,,,
SE,2024-10-17,,,,,
SE,2024-10-18,,,,,
SE,2024-10-19,,,,,
SE,2024-10-20,,,,,
SE,2024-10-21,,,,,
SE,2024-10-22,,,,,
SE,2024-10-23,,,,,
SE,2024-10-24,,,,,
SE,2024-10-25,,,,,
SE,2024-10-26,,,,,
SE,2024-10-27,,,,,
SE,2024-10-28,,,,,
SE,2024-10-29,,,,,
SE,2024-10-30,,,,,
SE,2024-10-31,,,,,
SE,2024-11-01,,,,,
SE,2024-11-02,,,,,
SE,2024-11-03,,,,,
SE,2024-11-04,,,,,
SE,2024-11-05,,,,,
SE,2024-11-06,,,,,
SE,2024-11-07,,,,,
SE,2024-11-08,,,,,
SE,2024-11-09,,,,,
SE,2024-11-10,,,,,
SE,2024-11-11,,,,,
SE,2024-11-12,,,,,
SE,2024-11-13,,,,,
SE,2024-11-14,,,,,
SE,2024-11-15,,,,,
SE,2024-11-16,,,,,
SE,2024-11-17,,,,,
SE,2024-11-18,,,,,
SE,2024-11-19,,,,,
SE,2024-11-20,,,,,
SE,2024-11-21,,,,,
SE,2024-11-22,,,,,
SE,2024-11-23,,,,,
SE,2024-11-24,,,,,
SE,2024-11-25,,,,,
SE,2024-11-26,,,,,
SE,2024-11-27,,,,,
SE,2024-11-28,,,,,
SE,2024-11-29,,,,,
SE,2024-11-30,,,,,
SE,2024-12-01,,,,,
SE,2024-12-02,,,,,
SE,2024-12-03,,,,,
SE,2024-12-04,,,,,
SE,2024-12-05,,,,,
SE,2024-12-06,,,,,
SE,2024-12-07,,,,,
SE,2024-12-08,,,,,
SE,2024-12-09,,,,,
SE,2024-12-10,,,,,
SE,2024-12-11,,,,,
SE,2024-12-12,,,,,
SE,2024-12-13,,,,,
SE,2024-12-14,,,,,
SE,2024-12-15,,,,,
SE,2024-12-16,,,,,
SE,2024-12-17,,,,,
SE,2024-12-18,,,,,
SE,2024-12-19,,,,,
SE,2024-12-20,,,,,
SE,2024-12-21,,,,,
SE,2024-12-22,,,,,
SE,2024-12-23,,,,,
SE,2024-12-24,,,,,
SE,2024-12-25,,,,,
SE,2024-12-26,,,,,
SE,2024-12-27,,,,,
SE,2024-12-28,,,,,
SE,2024-12-29,,,,,
SE,2024-12-30,,,,,
SE,2024-12-31,,,,,
SE,2025-01-01,,40.0,,,40.0
SE,2025-01-02,,29.0,,,29.0
SE,2025-01-03,,17.0,,,17.0
SE,2025-01-04,,27.0,,,27.0
SE,2025-01-05,,37.0,,,37.0
SE,2025-01-06,,30.0,,,30.0
SE,2025-01-07,,34.0,,,34.0
SE,2025-01-08,,18.0,,,18.0
SE,2025-01-09,,21.0,,,21.0
SE,2025-01-10,,15.0,,,15.0
SE,2025-01-11,,29.0,,,29.0
SE,2025-01-12,,31.0,,,31.0
SE,2025-01-13,,38.0,,,38.0
SE,2025-01-14,,38.0,,,38.0
SE,2025-01-15,,22.0,,,22.0
SE,2025-01-16,,30.0,,,30.0
SE,2025-01-17,,25.0,,,25.0
SE,2025-01-18,,43.0,,,43.0
SE,2025-01-19,,29.0,,,29.0
SE,2025-01-20,,33.0,,,33.0
SE,2025-01-21,,21.0,,,21.0
SE,2025-01-22,,32.0,,,32.0
SE,2025-01-23,,37.0,,,37.0
SE,2025-01-24,,46.0,,,46.0
SE,2025-01-25,,42.0,,,42.0
SE,2025-01-26,,58.0,,,58.0
SE,2025-01-27,,28.0,,,28.0
SE,2025-01-28,,8.0,,,8.0
SE,2025-01-29,,31.0,,,31.0
SE,2025-01-30,,34.0,,,34.0
SE,2025-01-31,,46.0,,,46.0
SE,2025-02-01,,44.0,,,44.0
SE,2025-02-02,,115.0,,,115.0
SE,2025-02-03,,118.0,,,118.0
SE,2025-02-04,,35.0,,,35.0
SE,2025-02-05,,44.0,,,44.0
SE,2025-02-06,,115.0,,,115.0
SE,2025-02-07,,61.0,,,61.0
SE,2025-02-08,,93.0,,,93.0
SE,2025-02-09,,49.0,,,49.0
SE,2025-02-10,,32.0,,,32.0
SE,2025-02-11,,37.0,,,37.0
SE,2025-02-12,,44.0,,,44.0
SE,2025-02-13,,33.0,,,33.0
SE,2025-02-14,,12.0,,,12.0
SE,2025-02-15,,28.0,,,28.0
SE,2025-02-16,,42.0,,,42.0
SE,2025-02-17,,33.0,,,33.0
SE,2025-02-18,,84.0,,,84.0
SE,2025-02-19,,37.0,,,37.0
SE,2025-02-20,,26.0,,,26.0
SE,2025-02-21,,28.0,,,28.0
SE,2025-02-22,,14.0,,,14.0
SE,2025-02-23,,46.0,,,46.0
SE,2025-02-24,,104.0,,,104.0
SE,2025-02-25,,80.0,,,80.0
SE,2025-02-26,,150.0,,,150.0
SE,2025-02-27,,61.0,,,61.0
SE,2025-02-28,,35.0,,,35.0
SE,2025-03-01,,58.0,,,58.0
SE,2025-03-02,,37.0,,,37.0
SE,2025-03-03,,40.0,,,40.0
SE,2025-03-04,,39.0,,,39.0
SE,2025-03-05,,45.0,,,45.0
SE,2025-03-06,,45.0,,,45.0
SE,2025-03-07,,84.0,,,84.0
SE,2025-03-08,,54.0,,,54.0
SE,2025-03-09,,45.0,,,45.0
SE,2025-03-10,,49.0,,,49.0
SE,2025-03-11,,172.0,,,172.0
SE,2025-03-12,,84.0,,,84.0
SE,2025-03-13,,84.0,,,84.0
SE,2025-03-14,,44.0,,,44.0
SE,2025-03-15,,46.0,,,46.0
SE,2025-03-16,,71.0,,,71.0
SE,2025-03-17,,51.0,,,51.0
SE,2025-03-18,,71.0,,,71.0
SE,2025-03-19,,42.0,,,42.0
SE,2025-03-20,,42.0,,,42.0
SE,2025-03-21,,40.0,,,40.0
SE,2025-03-22,,41.0,,,41.0
SE,2025-03-23,,112.0,,,112.0
SE,2025-03-24,,47.0,,,47.0
SE,2025-03-25,,35.0,,,35.0
SE,2025-03-26,,28.0,,,28.0
SE,2025-03-27,,17.0,,,17.0
SE,2025-03-28,,112.0,,,112.0
SE,2025-03-29,,140.0,,,140.0
SE,2025-03-30,,46.0,,,46.0
SE,2025-03-31,,90.0,,,90.0
SE,2025-04-01,,40.0,,,40.0
SE,2025-04-02,,146.0,,,146.0
SE,2025-04-03,,115.0,,,115.0
SE,2025-04-04,,112.0,,,112.0
SE,2025-04-05,,50.0,,,50.0
SE,2025-04-06,,42.0,,,42.0
SE,2025-04-07,,58.0,,,58.0
SE,2025-04-08,,118.0,,,118.0
SE,2025-04-09,,154.0,,,154.0
SE,2025-04-10,,112.0,,,112.0
SE,2025-04-11,,77.0,,,77.0
SE,2025-04-12,,67.0,,,67.0
SE,2025-04-13,,84.0,,,84.0
SE,2025-04-14,,71.0,,,71.0
SE,2025-04-15,,45.0,,,45.0
SE,2025-04-16,,47.0,,,47.0
SE,2025-04-17,,51.0,,,51.0
SE,2025-04-18,,77.0,,,77.0
SE,2025-04-19,,42.0,,,42.0
SE,2025-04-20,,58.0,,,58.0
SE,2025-04-21,,64.0,,,64.0
SE,2025-04-22,,30.0,,,30.0
SE,2025-04-23,,30.0,,,30.0
SE,2025-04-24,,33.0,,,33.0
SE,2025-04-25,,31.0,,,31.0
SE,2025-04-26,,31.0,,,31.0
SE,2025-04-27,,41.0,,,41.0
SE,2025-04-28,,44.0,,,44.0
SE,2025-04-29,,44.0,,,44.0
SE,2025-04-30,,74.0,,,74.0
SE,2025-05-01,,42.0,,,42.0
SE,2025-05-02,,44.0,,,44.0
SE,2025-05-03,,34.0,,,34.0
SE,2025-05-04,,30.0,,,30.0
SE,2025-05-05,,37.0,,,37.0
SE,2025-05-06,,104.0,,,104.0
SE,2025-05-07,,61.0,,,61.0
SE,2025-05-08,,39.0,,,39.0
SE,2025-05-09,,46.0,,,46.0
SE,2025-05-10,,61.0,,,61.0
SE,2025-05-11,,97.0,,,97.0
SE,2025-05-12,,172.0,,,172.0
SE,2025-05-13,,187.0,,,187.0
SE,2025-05-14,,195.0,,,195.0
SE,2025-05-15,,174.0,,,174.0
SE,2025-05-16,,71.0,,,71.0
SE,2025-05-17,,37.0,,,37.0
SE,2025-05-18,,43.0,,,43.0
SE,2025-05-19,,101.0,,,101.0
SE,2025-05-20,,44.0,,,44.0
SE,2025-05-21,,38.0,,,38.0
SE,2025-05-22,,80.0,,,80.0
SE,2025-05-23,,44.0,,,44.0
SE,2025-05-24,,58.0,,,58.0
SE,2025-05-25,,44.0,,,44.0
SE,2025-05-26,,77.0,,,77.0
SE,2025-05-27,,37.0,,,37.0
SE,2025-05-28,,33.0,,,33.0
SE,2025-05-29,,50.0,,,50.0
SE,2025-05-30,,35.0,,,35.0
SE,2025-05-31,,32.0,,,32.0
SE,2025-06-01,,42.0,,,42.0
SE,2025-06-02,,34.0,,,34.0
SE,2025-06-03,,71.0,,,71.0
SE,2025-06-04,,40.0,,,40.0
SE,2025-06-05,,29.0,,,29.0
SE,2025-06-06,,31.0,,,31.0
SE,2025-06-07,,40.0,,,40.0
SE,2025-06-08,,45.0,,,45.0
SE,2025-06-09,,44.0,,,44.0
SE,2025-06-10,,33.0,,,33.0
SE,2025-06-11,,42.0,,,42.0
SE,2025-06-12,,54.0,,,54.0
SE,2025-06-13,,39.0,,,39.0
SE,2025-06-14,,33.0,,,33.0
SE,2025-06-15,,31.0,,,31.0
SE,2025-06-16,,42.0,,,42.0
SE,2025-06-17,,34.0,,,34.0
SE,2025-06-18,,32.0,,,32.0
SE,2025-06-19,,29.0,,,29.0
SE,2025-06-20,,28.0,,,28.0
SE,2025-06-21,,21.0,,,21.0
SE,2025-06-22,,22.0,,,22.0
SE,2025-06-23,,26.0,,,26.0
SE,2025-06-24,,25.0,,,25.0
SE,2025-06-25,,30.0,,,30.0
SE,2025-06-26,,34.0,,,34.0
SE,2025-06-27,,31.0,,,31.0
SE,2025-06-28,,28.0,,,28.0
SE,2025-06-29,,23.0,,,23.0
SE,2025-06-30,,25.0,,,25.0
